Date,nps,Comments,nps_scaled
2023-03-21,10,es muy facil y rapido,5
2023-03-21,10,Facilidad y rapidez,5
2023-03-21,10,excelente servicio,5
2023-03-21,10,EXELENTE,5
2023-03-21,9,BIEN,4
2023-03-21,10,flexibilidad,5
2023-03-21,10,Todo Excelente!!,5
2023-03-21,10,EFICIENCIA,5
2023-03-21,10,MUY FACIL EL USO DE LA APP Y  MUY SEGURO,5
2023-03-21,9,Amigable y ágil,4
2023-03-21,10,EXCELENTES PRECIOS,5
2023-03-21,9,es practico el sistema,4
2023-03-21,9,siempre que hago una reservacion todo esta bien organizado,4
2023-03-21,10,Fácil de utilizar,5
2023-03-21,9,fua facil,4
2023-03-21,10,FACIL Y RAPIDO,5
2023-03-21,9,"TODO BIEN EXCEPTO EL PAGO EN EFECTIVO, NO FUNCIONA",4
2023-03-21,10,Muy agil el proceso,5
2023-03-21,10,EXCELENTE SERVICIO,5
2023-03-21,10,"La atencion por telefono muy rapida y esta pagina, muy amigable",5
2023-03-21,10,versatilidad,5
2023-03-21,10,muy fácil de usar la pagina,5
2023-03-21,9,bueno,4
2023-03-21,10,todo bien,5
2023-03-21,10,BUENA ATENCION,5
2023-03-21,10,ES RAPIDO,5
2023-03-21,10,Muy bien,5
2023-03-20,10,Fácil de usar,5
2023-03-20,10,Excelente servicio por telefono y en linea,5
2023-03-20,10,THANKS,5
2023-03-20,10,POR QUE SE PERMITE REALIZAR LAS OPERACIONES CON FACILIDAD,5
2023-03-20,10,POR LA FACILIDAD,5
2023-03-20,10,Buena página,5
2023-03-20,10,AGIL Y EFICIENTE,5
2023-03-20,10,excelente servicio,5
2023-03-20,9,He tenido buena atencion,4
2023-03-20,9,Hasta ahora todo bien,4
2023-03-20,10,PORQUE ES BUEN SERVICIO,5
2023-03-20,10,BUENOS PRECIOS Y SERVICIO,5
2023-03-20,10,FACILIDAD,5
2023-03-20,10,POR LAS FLEXIBILIDAD,5
2023-03-20,10,muy acsecibles,5
2023-03-20,10,por la funcionalidad que siempre prestan,5
2023-03-20,10,simple,5
2023-03-20,10,EXCELENTE SERVICIO,5
2023-03-20,9,RAPIDO Y SEGURO,4
2023-03-20,9,FACIL ACCESO DE COMPRA,4
2023-03-20,10,profesionalismo,5
2023-03-20,10,POR SER EXCELENTE,5
2023-03-20,10,Me permiten realizar cambios en el vuelo,5
2023-03-20,10,me gusta la atención,5
2023-03-20,10,cambio fue facil,5
2023-03-20,9,POR SER EFICIENTES,4
2023-03-20,10,Fácil de usar,5
2023-03-20,10,BIEN,5
2023-03-20,10,"EXCELENTE PROGRAMA SUPER FACIL Y RAPIDO Y COLORES Y TODO, SUPER BIEN EXPLICADO",5
2023-03-20,10,GRACIAS,5
2023-03-20,10,XX,5
2023-03-20,10,buen servicio,5
2023-03-20,10,sistema muy eficiente,5
2023-03-20,9,Precio,4
2023-03-20,10,Proceso rápido y jorney muy intuitivo,5
2023-03-20,10,Fue facil,5
2023-03-20,10,Muy fácil de usar,5
2023-03-20,10,Es facil hacer los cambios y el costo no es excesivo,5
2023-03-20,10,SU PAGINA ES AMIGABLE,5
2023-03-19,9,me gusta viajar con ustedes,4
2023-03-19,9,su sistema es facil y eso me gusta,4
2023-03-19,9,la rapidez y funciobalidad de la pagina web.,4
2023-03-19,10,Es un gran servicio,5
2023-03-19,10,muy buena atencion,5
2023-03-19,9,Facil,4
2023-03-19,9,Una interfase facil para aquellos que no somos de la generacion de las reservas online,4
2023-03-19,10,POR BUENA ATENCION,5
2023-03-19,10,SON MUY CLAROS Y RAPIDOS EN SU FORMA DE OPERAR EN LA PLATAFORMA.,5
2023-03-19,10,xvdfvgr,5
2023-03-19,10,Rapidez en sus procesos,5
2023-03-19,10,Simple and easy to use. Representative was courteous and helpful.,5
2023-03-19,9,facilidad,4
2023-03-19,10,muy eficiente,5
2023-03-19,10,"Excelente pagina, rapida y facil de usar",5
2023-03-19,10,FUNCIONO BIEN,5
2023-03-19,10,PRACTICIDAD,5
2023-03-19,10,PORQUE ES EXCELENTE,5
2023-03-19,10,Por lo fácil de hacer reservaciones y cualquier otro trámite. Muy bien por Vivaaerobus !,5
2023-03-19,10,"agil , claro",5
2023-03-19,9,Muy facil,4
2023-03-19,10,POR LA FACILIDAD DEL USO DE PLATAFORMA,5
2023-03-19,10,sweet Love,5
2023-03-19,10,CLARO QUE SI TODO ES MUY FACIL SOLO ME GUSTARIA QUE LA APP LA HICIERAS MAS FACIL YA QUE SIENTO QUE PARA VER LOS PRECIOS SE COMPLICA ANTES SE VEIAN LOS PRECIOS DE MANERA INMEDIATA Y AHORA DA RANGOS DE TAL A TAL Y ES MEJOR SABER EL PRECIO QUE TIENE EL BOLETO GRACIAS,5
2023-03-19,9,sencillo realizar el cambio y rapido,4
2023-03-19,10,"Facíl, cómodo y seguro",5
2023-03-18,10,fue facil,5
2023-03-18,10,Buen servicio,5
2023-03-18,10,EFICIENTES,5
2023-03-18,10,Muy fácil y amable,5
2023-03-18,10,Me fue muy fácil resolver mi problema,5
2023-03-18,10,EXCELENTE SERVICIO,5
2023-03-18,10,BUENA ATENCIONJ,5
2023-03-18,10,FACIL,5
2023-03-18,10,Proceso muy sencillo,5
2023-03-18,10,BUEN SERVICIO,5
2023-03-18,9,opciones,4
2023-03-18,9,ES FÁCIL,4
2023-03-18,10,Rapido y Preciso,5
2023-03-18,10,me gusta que el tua se pague por separado,5
2023-03-18,10,flexibilidad en cambios de vuelo,5
2023-03-18,10,RAPIDEZ Y NADA COMPLICADO,5
2023-03-18,10,MUY FACIL Y RAPIDO,5
2023-03-18,10,ME FUE MUY FACIL HACER MI CAMBIO,5
2023-03-18,10,Muy buen servicio y una web fácil de seguir,5
2023-03-18,9,"practicamente viene todo en la pagina, seleccionas y listo, y da la opcion para uno o todos los pasajeros",4
2023-03-18,10,FACIL,5
2023-03-18,10,FACILIDAD DE PROCESO,5
2023-03-18,10,-,5
2023-03-18,9,porque es facil y sencillo,4
2023-03-18,10,es muy sencillo,5
2023-03-18,10,Porque tienen un sistema muy rapido y confiable. Todo lo puedo solucionar desde un clic,5
2023-03-18,10,servicio rapido y sencillo,5
2023-03-18,10,EXCELENTE,5
2023-03-18,10,eficiencia,5
2023-03-18,10,RÁPIDO Y SIN COMPLICACIONES,5
2023-03-18,10,RAPIDO,5
2023-03-17,10,por sencilla la pagina,5
2023-03-17,10,PORQUE ES DE FACIL ACCESO,5
2023-03-17,10,es un placer volar con viva aerobus,5
2023-03-17,10,Bueno,5
2023-03-17,10,por la eficacia,5
2023-03-17,10,buen servicio,5
2023-03-17,10,es rapido,5
2023-03-17,10,"Rapido, Seguro y Economico",5
2023-03-17,9,Eficiente,4
2023-03-17,10,PORQUE SI,5
2023-03-17,10,Sencilles y rapidez en la plataforma,5
2023-03-17,10,fácil y rapido,5
2023-03-17,9,agil y claro el proceso,4
2023-03-17,10,EFICACIA,5
2023-03-17,10,FACILIDAD EN PROCESO,5
2023-03-17,10,Buen servicio,5
2023-03-17,10,rápido,5
2023-03-17,9,Eficiencia .,4
2023-03-17,10,"Ultimante muy puntuales y ofertas bastante buenas, Felicidades",5
2023-03-17,10,RAPIDEZ,5
2023-03-17,9,la facilidad con la que se realizan compras,4
2023-03-17,10,rapidez,5
2023-03-17,10,FUE MUY AMIGABLE  EL PROCESO,5
2023-03-17,10,SI,5
2023-03-17,10,BUEN SERVICIO,5
2023-03-17,10,FACIL Y SEGURO,5
2023-03-17,10,mUY BUENA,5
2023-03-17,9,gratis y rapido,4
2023-03-17,10,MUY BUEN SERVICIO,5
2023-03-17,10,son super accesibles los costos,5
2023-03-17,9,Es facil trabajar con ustedes.,4
2023-03-17,10,servicio,5
2023-03-17,10,Muy fácil de hacer las compras.,5
2023-03-17,10,E,5
2023-03-17,10,todo bien,5
2023-03-17,10,Aerolinea muy eficiente,5
2023-03-17,10,plataforma muy acecesible,5
2023-03-17,9,Amigable,4
2023-03-17,10,FACILIDAD DE COMPRA,5
2023-03-17,9,Por la facilidad,4
2023-03-17,10,Es fácil de usar la página,5
2023-03-17,10,Es muy rapido,5
2023-03-17,9,Fue fácil,4
2023-03-17,10,MUY FACIL Y AGIL,5
2023-03-17,10,informacion clara,5
2023-03-17,10,MUY BUEN SERVICIO,5
2023-03-17,9,La página es muy confusa a veces,4
2023-03-17,10,POR EL SERVICIO,5
2023-03-17,10,rapidez,5
2023-03-17,10,"buen trato, facilidad",5
2023-03-17,10,Me gusta la pagina,5
2023-03-16,10,El cambio fue rapido y a bajo costo,5
2023-03-16,10,Grxs,5
2023-03-16,10,Fácil y rápido. Información clara,5
2023-03-16,10,Es muy fácil rápido,5
2023-03-16,9,ES SENCILLO EL PROCEDIMIENTO,4
2023-03-16,9,.,4
2023-03-16,10,facilidad para cambiar vuelo y encontrar opciones,5
2023-03-16,10,Es muy facil de hacer,5
2023-03-16,10,PRECIO Y SERVICIO,5
2023-03-16,10,Fue muy fácil,5
2023-03-16,10,excelente,5
2023-03-16,9,BUEN SERVICIO,4
2023-03-16,9,Tienen un sistema rapido,4
2023-03-16,10,por ser muy claros con la administración...reservación,5
2023-03-16,10,no he tenido problemas,5
2023-03-16,10,muy fácil hacer algún cambio,5
2023-03-16,10,la pagina es muy facil de usar y clara,5
2023-03-16,10,facil,5
2023-03-16,10,BUENA,5
2023-03-16,10,son buenos,5
2023-03-16,10,ACCESIBLE,5
2023-03-16,10,NO ES COMPLICADO DE ENTENDER,5
2023-03-16,10,Todo razonable y facil de reservar,5
2023-03-16,10,Buena experiencia de compra,5
2023-03-16,9,Es muy sencillo,4
2023-03-16,10,EXCELENTE SERVICIO,5
2023-03-16,10,POR EL BUEN SERVICIO,5
2023-03-16,9,"es fácil y amigable, sin errores ni tardanzas",4
2023-03-16,10,BUEN SERVICIO,5
2023-03-16,10,muy amigable el portal,5
2023-03-16,10,Easy to use and price is very competitive,5
2023-03-16,10,EL SERVICIO Y LOS PRECIOS,5
2023-03-16,10,por servicio rapido,5
2023-03-16,10,claro que si,5
2023-03-16,10,ok,5
2023-03-16,10,Me gusta,5
2023-03-16,10,"Ha sido facil y rápido, gracias",5
2023-03-16,9,PRECIO,4
2023-03-16,10,TODO MUY ACCESIBLE,5
2023-03-16,9,cada vez esta mejor su sistema   Gracias.,4
2023-03-16,9,Facilidad,4
2023-03-16,10,todo muy bien,5
2023-03-16,10,todo el proceso ha sido claro en la compra,5
2023-03-16,10,Por los precios,5
2023-03-16,10,"MUY EFICIENTE Y TE EVITAS LA MOLESTÍA DE ESTAR HABLANDO POR TELEFONO MIL VECES HASTA QUE SE DIGNEN A CONTESTAR, LO RECOMIENDO AMPLIAMENTE",5
2023-03-16,10,the best,5
2023-03-16,10,.,5
2023-03-16,10,Muy buen servicio,5
2023-03-16,10,MUY EFICIENTE PARA RESERVAS Y CAMBIOS,5
2023-03-16,10,muy comodo y practico,5
2023-03-16,9,Buen servicio y página amigable,4
2023-03-16,10,rapido,5
2023-03-16,9,.,4
2023-03-16,10,Todo fue muy sencillo !! Gracias !,5
2023-03-16,10,eficientes,5
2023-03-16,10,es muy facil,5
2023-03-16,10,nice,5
2023-03-16,10,Muy muy fácil hacer el cambio de itinerario,5
2023-03-15,9,MUY BIEN,4
2023-03-15,10,ES FÁCIL DE USAR,5
2023-03-15,10,SON BUENOS,5
2023-03-15,10,por eficaces,5
2023-03-15,10,se administraron sin problemas los adicionales a equipaje,5
2023-03-15,10,excelente plataforma,5
2023-03-15,10,por el buen servicio y la gran ayuda,5
2023-03-15,9,FACIL PARA REALIZAR LOS CAMBIOS,4
2023-03-15,10,todo bien,5
2023-03-15,10,Muy recomendado,5
2023-03-15,10,FAcil de usar,5
2023-03-15,10,Fue fácil y rápido.,5
2023-03-15,9,BUENO Y BARATO,4
2023-03-15,10,facil y rapido,5
2023-03-15,10,POR EFICIENTES......... FELICITACIONES!!!!,5
2023-03-15,10,Las veces que he viajado con Viva Aerobús ha sido un proceso muy rápido,5
2023-03-15,10,Es muy claro y sencillo porque dan muy bien los pasos a seguir,5
2023-03-15,10,Rápido servicio,5
2023-03-15,10,POR ECONOMIA,5
2023-03-15,10,PAGINA VIVA MUY CORDIAL CON EL USUARIO,5
2023-03-15,10,Perfecto!,5
2023-03-15,10,"por su forma de reservar vuelo, es amigable",5
2023-03-15,10,Muy sencillo cambiar de itinerario y los costos no son altos,5
2023-03-15,10,Posibilidad de cambio de vuelo,5
2023-03-15,9,FORMA FACIL  Y SENCILLA,4
2023-03-15,10,ES MUY SENCILLO EL PROCESO DE SELECCION DE VUELO,5
2023-03-15,9,BUEN SERVICIO,4
2023-03-15,10,excelente servicio,5
2023-03-15,10,RAPIDEZ,5
2023-03-15,10,Porque el uso de la aplicacioinón es muy práctico,5
2023-03-15,10,es muy rapido,5
2023-03-15,9,"Mejoro mucho la claridad de lo que estas seleccionando, y el cobro que te estan haciendo",4
2023-03-15,10,BUEN SERVICIO,5
2023-03-15,10,"Por su excelente servicio, puntualidad y precios.",5
2023-03-15,10,RAPIDO Y FACIL,5
2023-03-15,9,.,4
2023-03-15,10,FACIL DE MANEJAR EL SISTEMA,5
2023-03-15,10,POR TODO ES EXELENTE EL SERVICIO,5
2023-03-15,9,Buen servicio,4
2023-03-15,10,"Siempre hay vuelos económicos, me deja hacer cambios sin costo o que sea tan elevado, gracias",5
2023-03-15,10,ES MUY FACIL NAVEGAR Y ESTAN CLARAS LAS OPCIONES QUE TIENEN,5
2023-03-15,10,Excelente servicio,5
2023-03-15,10,muy claro,5
2023-03-15,10,GRACIAS,5
2023-03-15,10,muy amigable,5
2023-03-15,9,Herramientas de utiles con facilidad de uso,4
2023-03-15,10,muy rapido el tramite,5
2023-03-15,10,pagina uti;,5
2023-03-15,9,accesible,4
2023-03-15,10,BUEN SERVICIO,5
2023-03-15,10,Muy facil y rapido,5
2023-03-15,9,FUE MUY SENCILLO Y ECONOMICO PRINCIPALMENTE,4
2023-03-15,10,es facil y sencillo,5
2023-03-15,9,la verdad es que si han mejorado mucho la experiencia de usuario,4
2023-03-15,10,Práctico y sencillo,5
2023-03-15,10,Excelente servicio,5
2023-03-15,10,muy fácil,5
2023-03-15,9,muy bueno,4
2023-03-15,10,es la mejor :),5
2023-03-15,10,porque no es difícil interactuar en la página,5
2023-03-15,10,muy facil y rapido,5
2023-03-14,10,FACIL TRÁMITE,5
2023-03-14,10,por lo eficaz que son,5
2023-03-14,10,muy facil realizar los ajustes,5
2023-03-14,10,La página más ágil para compras por internet,5
2023-03-14,10,Muy facil,5
2023-03-14,10,es claro lo que se paga,5
2023-03-14,10,facil uso,5
2023-03-14,9,Pagina muy amigable,4
2023-03-14,10,BUEN SERVIVIO,5
2023-03-14,10,excelente plataforma,5
2023-03-14,10,Excelente,5
2023-03-14,10,genial,5
2023-03-14,10,siempre encuentro los mejores vuelos,5
2023-03-14,9,Facil de cambiar muy entendible,4
2023-03-14,10,my facil y rapido,5
2023-03-14,9,Muy intuitivo el portal.,4
2023-03-14,9,FACIL Y RAPIDO,4
2023-03-14,10,GRACIAS,5
2023-03-14,10,RÁPIDO Y SIN COMPLICACIONES,5
2023-03-14,10,SERVICIO,5
2023-03-14,10,Excelente servicio,5
2023-03-14,10,es rapido,5
2023-03-14,9,si los recomiendo,4
2023-03-14,10,Porque es muy ràpido y econòmico,5
2023-03-14,10,claridad y eficiencia,5
2023-03-14,10,Me encantan,5
2023-03-14,10,EXELENTE SERVICIO,5
2023-03-14,10,MUY ENTENDIBLE SU SISTEMA,5
2023-03-14,10,rapido,5
2023-03-14,9,todo bien veremos el vuelo,4
2023-03-14,10,muy buen servicio,5
2023-03-14,10,Porque me permitieron cambiar el vuelo,5
2023-03-14,10,"la página es amigable , no es difícil hacer un cambio",5
2023-03-14,10,rapido y bueno,5
2023-03-14,10,Facil y práctico de usar el sitio,5
2023-03-14,9,Es fácil y rápido,4
2023-03-14,10,rapidez,5
2023-03-14,10,Es muy ergonómico,5
2023-03-14,10,un buen servicio y rapido,5
2023-03-14,10,siempre resuelven mis dudas y apoyan,5
2023-03-14,10,EXCELENTE SERVICIO Y MUY RAPIDO HACER EL CAMBIO,5
2023-03-14,10,FACILIDAD,5
2023-03-14,9,servicio muy agil,4
2023-03-14,10,hasta el momento por su puntualidad,5
2023-03-14,10,viva no me queda mal como volaris,5
2023-03-14,10,facil cambiar vuelos gracias!,5
2023-03-14,9,NO SE,4
2023-03-14,10,excelente,5
2023-03-14,10,rapido,5
2023-03-14,10,POR LOS SERVICIO SIEMPRE A TIEMPO,5
2023-03-14,10,SI,5
2023-03-14,10,BUEN PRECIO,5
2023-03-14,10,muy facil de hacer los cambios muy didactica la pagina,5
2023-03-14,10,"es muy práctico su uso, reduce sumamente tiempo de espera en comparación con llamar o ir a la agencia",5
2023-03-14,10,RAPIDEZ Y PRECIO,5
2023-03-14,10,Buen servicio,5
2023-03-14,9,por los precios y atencion,4
2023-03-14,10,muy sencillo,5
2023-03-14,10,PROCESO SENCILLO,5
2023-03-14,10,FACIL DE USAR Y PRECIO,5
2023-03-14,10,CAMBIO BUEN PRECIO,5
2023-03-14,10,RAPIDEZ,5
2023-03-14,10,RAPIDO Y SEGURO,5
2023-03-14,10,EXCELENTE SERVICIO,5
2023-03-14,10,Plataforma muy sencilla,5
2023-03-14,10,BUEN SERVICIO,5
2023-03-14,10,Es rápido de manejar,5
2023-03-14,10,la claridad para agregar servicios.,5
2023-03-14,9,"El journey experience está siendo más agradable cada par de años. Hace una década a ahora, es evolución de admirarse.",4
2023-03-14,10,fACIL Y RÁPIDO,5
2023-03-14,10,Fue fácil y rápido,5
2023-03-14,10,todo muy amigable.,5
2023-03-14,10,PORQU LOS CAMBIOS SON MU RAPIDOS,5
2023-03-14,10,PORQUE FUE FACIL HACER EL PAGO EN LA PAGINA WEB,5
2023-03-14,10,Proceso sencillo,5
2023-03-13,10,Eficiente,5
2023-03-13,10,es muy rapido,5
2023-03-13,10,MUY FACIL,5
2023-03-13,10,MUY BUEN SERVICIO,5
2023-03-13,10,"es muy sencillo, solo creo que se encarece el precio mucho",5
2023-03-13,10,Buen sistema,5
2023-03-13,10,muy funcional,5
2023-03-13,10,Muy amigable y sencillo,5
2023-03-13,10,muy comodo falta poder cambiar de destino,5
2023-03-13,9,Por su seguridad en datos,4
2023-03-13,10,servicio y facil acceso a la pagina,5
2023-03-13,10,Facil y sencillo,5
2023-03-13,10,siempre son la mejor opcion,5
2023-03-13,9,Fácil de usar,4
2023-03-13,10,PRECIO,5
2023-03-13,10,MUY BUEN SERVICIO Y ATENCION,5
2023-03-13,10,SON EXCELENTES,5
2023-03-13,10,Super facil de usar,5
2023-03-13,10,PERMITE PENSAR Y PODER ACTUAR,5
2023-03-13,10,es super accesible y es muy intuitiva la aplicacion,5
2023-03-13,10,"Interface amigable e intuitiva, facilita la compra o la modificación de vuelos en linea.",5
2023-03-13,10,FACIL,5
2023-03-13,10,buenos precios y atencion,5
2023-03-13,10,FACIL Y RAPIDO,5
2023-03-13,10,rapido y bueno,5
2023-03-13,10,Flexible y facil,5
2023-03-13,10,Es muy rápido,5
2023-03-13,10,todo excelente,5
2023-03-13,10,todo excelente hasta el momento con viva,5
2023-03-13,10,ES FUNCIONAL GRACIAS,5
2023-03-13,9,buen servicio,4
2023-03-13,10,Muy fácil!,5
2023-03-13,9,es facil hacerlo,4
2023-03-13,10,Fue fácil la reservación,5
2023-03-13,10,TODO BIEN,5
2023-03-13,10,todo fluido,5
2023-03-13,10,Excelente aerolinea,5
2023-03-13,10,Facil,5
2023-03-13,10,MUY CLARO Y RAPIDO,5
2023-03-13,10,Plataforma muy amigable,5
2023-03-13,10,POR SUS BUENAS ATENCIONES,5
2023-03-13,9,ES MUY FACIL,4
2023-03-13,10,RAPUDSI,5
2023-03-13,10,Porque trabajo en Vivaaerobus,5
2023-03-13,10,Excelente,5
2023-03-13,10,EXCELENTE Y RAPIDO SERVICIO,5
2023-03-13,10,Flexibilidad,5
2023-03-13,10,ESTA CLARO Y NO METE POR DEFAUL CARGOS EXTRES TRAMPOSOS,5
2023-12-03,9,"Solo traten de apoyar al consumidor, si lo apoyan mas les serán enormemente leales.",4
2023-12-03,10,"al día de hoy, he tenido buen servicio",5
2023-12-03,10,sitio intuitivo,5
2023-12-03,10,OK,5
2023-12-03,10,PAGINA MUY AMIGABLE,5
2023-12-03,10,muy fácil de usar,5
2023-12-03,9,buen servicio,4
2023-12-03,10,LA FACILIDAD DE CAMBIOS .. MUY BUENOS,5
2023-12-03,10,EXCELENTE SERVICIO,5
2023-12-03,10,FACIL Y ECONOMICO,5
2023-12-03,10,Facil y sencillo,5
2023-12-03,10,buen servicio,5
2023-12-03,10,EXCELENTE,5
2023-12-03,10,Website es may facil,5
2023-12-03,10,es rapido y facil,5
2023-12-03,10,EXCEÑLENTE SERVICIO,5
2023-12-03,9,Buen servicio,4
2023-12-03,10,"Fácil de uso, amigable",5
2023-12-03,10,EXCELENTE SERVICIO,5
2023-12-03,10,por onestidad y buen Servicio Gracias,5
2023-12-03,10,N,5
2023-12-03,10,SALUDOS,5
2023-12-03,10,buen servicio,5
2023-12-03,10,.,5
2023-12-03,9,buen servicio,4
2023-12-03,10,facil,5
2023-12-03,10,"Se me olvido anexar maleta y pude hacer el cambio super facil, gracias!",5
2023-12-03,10,Web de fácil manejo,5
2023-12-03,10,bien,5
2023-12-03,10,Rapido,5
2023-12-03,10,EFICIENCIA Y ECONOMIA,5
2023-12-03,9,AGILIDAD Y MUY AMIGABLE,4
2023-11-03,9,Rapidez,4
2023-11-03,10,Es fácil y rápido,5
2023-11-03,9,fue rapido,4
2023-11-03,10,es facil su informacion,5
2023-11-03,10,por que tehace revisar bien tus necesidades,5
2023-11-03,10,servicio,5
2023-11-03,10,"EXCELENTE SERVICIO, FACILIDDAD PARA NAVEGAR POR LA PAGINA",5
2023-11-03,10,FUE FACIL,5
2023-11-03,10,"EL PROCESO ES  MUY PACIL, YESTOY MUY SATISFECHA CON EL COSTO DEL CAMBIO DE HORARIO QUE ACABO DE HACER",5
2023-11-03,10,Porque fue muy facil y barato cambiar mi vuelo,5
2023-11-03,10,Buen servicio,5
2023-11-03,10,amigable,5
2023-11-03,10,ES MUY SENCILLO HACER CAMBIOS,5
2023-11-03,10,EXCELENTE SERVICIO DIGITAL,5
2023-11-03,9,Facil. caro el equipaje documentado,4
2023-11-03,10,Me parece muy sencillo y rapido el proceso para reservar boletos,5
2023-11-03,10,POR PLATAFORMA AMABLE,5
2023-11-03,10,EXCELENTE SERVICIO,5
2023-11-03,10,es facil y comoda,5
2023-11-03,10,Excelente servicio,5
2023-11-03,10,bien,5
2023-11-03,10,fue rapido,5
2023-11-03,9,muy eficiente la plataforma,4
2023-11-03,10,buen servicio,5
2023-11-03,10,ME HA SIDO DE GRAN UTILIDAD ESTE PROCESO,5
2023-11-03,10,rápido,5
2023-11-03,10,POR LA FACILIDAD,5
2023-11-03,10,Es muy rapida y segura la atencion en linea. Gracias,5
2023-11-03,10,Fácil de usar y muy rápido,5
2023-11-03,10,FLEXIBILIDAD DE CAMBIOS,5
2023-11-03,10,Flexible,5
2023-10-03,10,Na,5
2023-10-03,10,HAN SIDO MUY EFICIENTES Y CON CALIDAD,5
2023-10-03,10,RAPIDEZ,5
2023-10-03,10,Ninguno,5
2023-10-03,10,Fue facil hacer el cambio de vuelo reservado,5
2023-10-03,10,todo bien,5
2023-10-03,10,SENCILLO Y AGIL,5
2023-10-03,10,TODO BIEN,5
2023-10-03,10,EXCELENTE,5
2023-10-03,9,FACIL ACCESO,4
2023-10-03,10,excelente,5
2023-10-03,9,por sus precios justos y por su exelente atencion,4
2023-10-03,10,es facil hacerlo,5
2023-10-03,10,.,5
2023-10-03,10,1,5
2023-10-03,10,RAPIDO Y EFICIENTE,5
2023-10-03,10,buen servicio,5
2023-10-03,10,Muy fácil la gestión,5
2023-10-03,10,EFICIENTES,5
2023-10-03,9,"ha mejorado mucho el servicio de la página, es más versátil",4
2023-10-03,10,flexibilidad,5
2023-10-03,10,ÁGIL Y SENCILLO PROCEDIMIENTO SIN COMPLICACIONES,5
2023-10-03,10,Por la facilidad para realizar cambios.,5
2023-10-03,9,por su rapidez,4
2023-10-03,10,todo muy bien,5
2023-10-03,9,todo muy bien,4
2023-10-03,10,fACIL DE REALIZAR LA COMPRA,5
2023-10-03,10,la mejor plataforma y transparencia de compra.,5
2023-10-03,9,"Es practico, solo diria que existieran mas opciones para elegir el tipo de combo cuando uno no quiere tomar algo de mayor costo.",4
2023-10-03,9,Por que es facil,4
2023-10-03,10,ME ENCANTA PODER HACER CAMBIOS SIN CONTRATIEMPOS Y EL SERVICIO,5
2023-10-03,10,Excelente Servicio,5
2023-10-03,10,ha mejorado mucho el servicio,5
2023-10-03,10,Facilidad y seguridad,5
2023-10-03,10,e,5
2023-10-03,10,excelente servicio,5
2023-10-03,9,Porque brindan un buen servicio,4
2023-10-03,10,Sencillo,5
2023-10-03,10,Super facil y rapido,5
2023-10-03,10,BUENAS POLITICAS,5
2023-10-03,10,Porque son claros,5
2023-10-03,10,POR PRACTICIDAD,5
2023-10-03,10,las indicaciones son fáciles de seguir,5
2023-10-03,10,FACIL DE UTILIZAR,5
2023-10-03,10,FACILIDAD DE RESERVACION YBUENOS PRECIOS,5
2023-10-03,10,Es facil,5
2023-10-03,9,FACIL,4
2023-10-03,9,Práctica,4
2023-10-03,10,fuente,5
2023-10-03,10,MUY BUEN SERVICIO,5
2023-10-03,10,FACIL,5
2023-10-03,10,facil de selesccionar sin necesidad repreesntante,5
2023-10-03,10,OK,5
2023-10-03,10,ecxelente serv,5
2023-10-03,10,OK,5
2023-10-03,9,Rapidez y claridad.,4
2023-10-03,10,XX,5
2023-10-03,9,por buen sevicio al cliente,4
2023-10-03,9,eficiencia,4
2023-09-03,10,los awo,5
2023-09-03,10,me han atendido muy bien,5
2023-09-03,10,OK,5
2023-09-03,10,to perfecto,5
2023-09-03,10,Por la confianza,5
2023-09-03,10,es fácil realizar modificaciones en mi intinerario,5
2023-09-03,10,FUE RÁPIDO,5
2023-09-03,10,EXCELNETE SERVICIO,5
2023-09-03,10,Buen Servicio,5
2023-09-03,10,por bajos costos,5
2023-09-03,10,"Está claro el procedimiento, pero considero también se debería poder modificar destino del vuelo y nombre de pasajero",5
2023-09-03,10,La plataforma es muy sencilla y exacta para usar.,5
2023-09-03,10,.,5
2023-09-03,9,Es una buena App,4
2023-09-03,10,muy buenos,5
2023-09-03,10,son excelentes a mi gusto,5
2023-09-03,10,lo rapido,5
2023-09-03,10,"me gusta su atencion, costos y seguridad",5
2023-09-03,9,es facil,4
2023-09-03,10,FUE FACIL,5
2023-09-03,10,ECONOMIA Y RAPIDEZ,5
2023-09-03,10,Muy facil de usar esa plataforma,5
2023-09-03,9,facil y rapido,4
2023-09-03,10,porque son una aerolinea con precios accesibles y aviones cómodos y limpios.,5
2023-09-03,10,Es muy fácil.,5
2023-09-03,10,"recomiendo a Sofia Isaguirre excelente servicio bien amables, y me resolvieron mis necesidades. quede fascinada.",5
2023-09-03,9,PORQUE LO REALICE DESDE MI CASA,4
2023-09-03,10,porque me falciltan mucho la forma de comprar y volar,5
2023-09-03,10,los costos sin duda son accesibles,5
2023-09-03,10,por buena atencion y efectividad,5
2023-09-03,10,Pude realizar 2 veces cambio de vuelo sin problema,5
2023-09-03,10,Maravilloso servicio,5
2023-09-03,9,MEGUSTARIA VER EL ITINERARIO COMPELTO ANTES DEL PAGO. NO SOLO EL VUELO AFECTADO,4
2023-09-03,10,Muy facil.  Gracias,5
2023-09-03,10,A,5
2023-09-03,10,rapido,5
2023-09-03,10,"Muy amigabble la plataforma , muy buen servicio",5
2023-09-03,10,muy eficiente,5
2023-09-03,10,LA INFORMACION ES MUY CLARA Y AGILIZA TODO,5
